mode,max_V_PN,max_VUF_percent,max_neutral_V,delivered_P_kW,absorbed_Q_kvar,max_current_A
unity,253.5469046336326,0.9845707844818324,0.2477621497408732,59.997482575485094,-9.22447881968047e-12,6.622523252566934
mean_vv,253.29517058718136,0.9874907578500891,0.2307561766935953,59.99748142019628,28.105819973061706,7.319810569487256
mean_vv_vw,253.11265447740817,0.9864037322566728,0.2439939868416588,50.60244865301765,27.75700482595792,6.415707973854938
worst_vv_vw,252.9400833249393,0.9858766160213724,0.2528859692169538,43.11314143095507,30.755017890610706,5.884047420449593
sequence_vv_vw,252.967613134792,0.9855209896324526,0.25454802381299624,43.01542152137122,27.46076351484996,5.681501052926505
sequence_droop,252.56510459058788,0.8034346923046347,0.25488529482126154,44.64513338928292,27.64993560397671,9.999706645477424
