mode,availability,source_pu,device_id,bus,positive_sequence_policy,unbalance_policy,current_target,termination_status,publishable,p_available_W,p_rated_W,q_scale_var,p_poc_W,q_poc_var,p_converter_W,q_converter_var,converter_loss_W,voltage_min_V,voltage_max_V,zero_sequence_voltage_V,positive_sequence_voltage_V,negative_sequence_voltage_V,voltage_unbalance_factor,regularized_voltage_unbalance,requested_p_W,requested_q_var,command_curtailment_W,poc_active_power_shortfall_W,power_scale,current_scale,apparent_power_rating_VA,converter_current_rating_A,grid_current_rating_A,maximum_converter_current_A,maximum_grid_current_A,maximum_converter_total_current_A,maximum_grid_total_current_A,converter_current_utilization,grid_current_utilization,positive_sequence_current_A,negative_sequence_current_A,negative_sequence_current_angle_rad,peak_phase_to_positive_current_ratio,ripple_power_VA,dc_ripple_voltage_V,dc_capacitance_F,dc_nominal_voltage_V,dc_stored_energy_J,capacitor_current_A,capacitor_thermal_current_A,capacitor_current_utilization,dc_ripple_utilization,exact_smooth_current_residual_A
sequence_vv_vw,0.5,1.03,pv_ld2804_load_c,b2443,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1871.386754223712,-2224.213414185159,1873.619797450949,-2217.5142845035193,0.0,248.81131430493798,252.51413821384213,0.19202313525324063,251.12153471479544,2.4473917369221954,0.009745845730441856,0.0,1871.4654465394633,-2224.3069429591415,628.5345534605367,628.6132457762881,0.9999999999999989,0.9999738082342509,6000.0,10.0,NaN,3.858361679282597,3.858361679282597,3.858361679282597,3.858361679282597,0.3858361679282597,NaN,3.8583616792796063,2.1888047765244096e-13,0.0,1.0,28.328767475629903,0.030057755836316005,0.002,750.0,562.5,0.02670861811289968,0.02670861811289968,NaN,NaN,0.0005833567885691759
sequence_vv_vw,0.5,1.03,pv_ld626_load_c,b2055,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1874.3981827437926,-2215.5512121198603,1876.6248111219352,-2208.8713269855048,0.0,248.79941814986609,252.50209195221458,0.2196844575083188,251.07822194383374,2.4322654585711367,0.009687281675569755,0.0,1874.4770119463478,-2215.6443887668015,625.5229880536522,625.6018172562074,0.9999999999999988,0.999973808235101,6000.0,10.0,NaN,3.8528157479336156,3.8528157479336156,3.8528157479336156,3.8528157479336156,0.38528157479336156,NaN,3.8528157479306326,2.8637592806734995e-13,0.0,1.0,28.113211985600547,0.029829044357990993,0.002,750.0,562.5,0.026505390447937444,0.026505390447937444,NaN,NaN,0.0005056940999266067
sequence_vv_vw,0.5,1.03,pv_ld868_load_a,b2190,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1871.7013990509256,-2222.233217381101,1873.932602455719,-2215.539607166793,0.0,248.81053129811443,252.51287957224932,0.20004817383380466,251.1116333283289,2.443169265583815,0.00972941489488608,0.0,1871.7801069376685,-2222.326665665834,628.2198930623315,628.2986009490744,0.9999999999999989,0.9999738082344947,6000.0,10.0,NaN,3.8567718839981113,3.8567718839981113,3.8567718839981113,3.8567718839981113,0.38567718839981113,NaN,3.8567718839951217,2.377295786094065e-13,0.0,1.0,28.268239593872227,0.029993533759138997,0.002,750.0,562.5,0.026651551878711117,0.026651551878711117,NaN,NaN,0.0005584072320310061
sequence_droop,0.5,1.03,pv_ld1291_load_b,b828,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1889.3097399534067,-2252.926972908574,1895.4573200508426,-2234.48423261634,0.0,249.3686975358877,252.3268953287796,0.15649031774641384,251.22177790838606,1.9853063074279327,0.007902604320203168,0.00790253176226448,1918.2761678050883,-2244.3555816773282,581.7238321949117,610.6902600465933,0.9999999999999988,0.9999738072323944,6000.0,10.0,NaN,7.912982159116656,7.912982159116656,7.912982159116656,7.912982159116656,0.7912982159116656,NaN,3.9172800436322923,5.063475523381343,3.088465152278502,2.0200195214501866,3797.042385870196,4.0287870989379035,0.002,750.0,562.5,3.5798858926687496,3.5798858926687496,NaN,NaN,0.0008774104683720656
sequence_droop,0.5,1.03,pv_ld1446_load_c,b260,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1906.071021244629,-2247.9846373229557,1911.859269875042,-2230.6198914317906,0.0,249.4148061615272,252.26883131244165,0.17007927959047284,251.2004342000606,1.9257775482090467,0.007666298644513179,0.0076662279474910295,1932.7921718895868,-2240.086840012226,567.2078281104132,593.928978755371,0.9999999999999989,0.9999738073931239,6000.0,10.0,NaN,7.696710431323424,7.696710431323424,7.696710431323424,7.696710431323424,0.7696710431323424,NaN,3.925864461471457,4.814136727679374,3.087210863419534,1.960513539594674,3609.511637970418,3.8298107955381058,0.002,750.0,562.5,3.403080207974193,3.403080207974193,NaN,NaN,0.0008836431727035556
sequence_droop,0.5,1.03,pv_ld1668_load_a,b605,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1897.385170216782,-2248.3293095688996,1903.718331101015,-2229.3298269162733,0.0,249.31020257002365,252.290249713075,0.1539227921260423,251.19716021912518,2.012926635756413,0.00801333356635278,0.008013260117768777,1927.4375717312403,-2239.432043825158,572.5624282687597,602.614829783218,0.9999999999999988,0.9999738071359705,6000.0,10.0,NaN,8.055881227982109,8.055881227982109,8.055881227982109,8.055881227982109,0.8055881227982109,NaN,3.9206191904635377,5.181680974819728,3.0730941320038005,2.0547471806456983,3885.354952312309,4.122489642180528,0.002,750.0,562.5,3.663147778795691,3.663147778795691,NaN,NaN,0.0010049378967029606
sequence_droop,0.5,1.03,pv_ld1895_load_b,b1804,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1957.6192913536395,-2235.0886941509816,1962.3726120792926,-2220.8287319740975,0.0,249.5888762740306,252.08990463272596,0.2080572434518919,251.14618001592024,1.7219825478799218,0.006856495080955501,0.006856430774896319,1977.5238418185043,-2229.2360031841204,522.4761581814957,542.3807086463605,0.9999999999999988,0.9999738077555714,6000.0,10.0,NaN,7.0070339548004705,7.0070339548004705,7.0070339548004705,7.0070339548004705,0.700703395480047,NaN,3.9549653415740664,4.005877430041448,3.08349578524922,1.7717055270123172,3002.0802520608845,3.185306077827019,0.002,750.0,562.5,2.8303884051979606,2.8303884051979606,NaN,NaN,0.0009114047008474078
sequence_droop,0.5,1.03,pv_ld1970_load_c,b2492,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1960.153102275279,-2235.632853857692,1964.708785259139,-2221.965804906187,0.0,249.64774395371504,252.0851269752278,0.21800527568343825,251.15091017428426,1.6767569468746522,0.006676292535476297,0.006676229660069701,1978.7182561930426,-2230.182034856924,521.2817438069574,539.846897724721,0.9999999999999988,0.9999738078105529,6000.0,10.0,NaN,6.8406148519724,6.8406148519724,6.8406148519724,6.8406148519724,0.68406148519724,NaN,3.956882063495072,3.835922865214059,3.0935705574770407,1.7287891683927634,2874.6211395812475,3.050067759205419,0.002,750.0,562.5,2.7102188015201345,2.7102188015201345,NaN,NaN,0.0008435656959959768
sequence_droop,0.5,1.03,pv_ld2050_load_a,b1821,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1943.6146513709978,-2238.6925126857145,1948.5814307113328,-2223.7921746647835,0.0,249.55297769404294,252.1400530468275,0.20074241786222996,251.16199765100376,1.769346751167058,0.007044643567557589,0.007044577777690981,1964.9867382931266,-2232.399530200841,535.0132617068734,556.3853486290022,0.9999999999999988,0.9999738076914618,6000.0,10.0,NaN,7.1528099243282375,7.1528099243282375,7.1528099243282375,7.1528099243282375,0.7152809924328237,NaN,3.946845150020412,4.1873948500878955,3.087488372844512,1.812285421002132,3138.519412055007,3.330072522789489,0.002,750.0,562.5,2.959024478866281,2.959024478866281,NaN,NaN,0.0008806608535664406
sequence_droop,0.5,1.03,pv_ld2186_load_b,b1754,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1962.811645849402,-2234.1804098077478,1967.362926281984,-2220.526568510077,0.0,249.64167852311385,252.0746441966329,0.21966829596036525,251.14370460256984,1.6754328005300685,0.006671211620380488,0.0066711487819255755,1981.338950841768,-2228.7409205140466,518.6610491582319,537.1883541505979,0.9999999999999988,0.9999738078114447,6000.0,10.0,NaN,6.841857151535262,6.841857151535262,6.841857151535262,6.841857151535262,0.6841857151535262,NaN,3.9578751775108327,3.831069515118335,3.0910980631785905,1.728669259308173,2870.8878945900083,3.0461066632445593,0.002,750.0,562.5,2.7066990643879523,2.7066990643879523,NaN,NaN,0.0008527596493603032
sequence_droop,0.5,1.03,pv_ld248_load_b,b2560,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1903.032016678529,-2247.828577816981,1909.0470259624879,-2229.783549965178,0.0,249.368192580483,252.27539756524678,0.1631638851015439,251.1975575225544,1.963156670989895,0.007815190125061738,0.007815118246746638,1931.1506086883,-2239.511504511005,568.8493913117,596.9679833214709,0.9999999999999988,0.9999738072930415,6000.0,10.0,NaN,7.850685753730804,7.850685753730804,7.850685753730804,7.850685753730804,0.7850685753730804,NaN,3.9239086161718046,4.970211571439974,3.0803606825813765,2.0007310367484856,3726.620515394841,3.9540671736850372,0.002,750.0,562.5,3.5134915164594642,3.5134915164594642,NaN,NaN,0.0009362478473953163
sequence_droop,0.5,1.03,pv_ld24_load_a,b1044,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1937.1330437576569,-2240.23667413602,1942.2856110374112,-2224.778972296831,0.0,249.5146284599055,252.1610635055607,0.19188077458911973,251.1678748750906,1.807376339865719,0.007195889764025567,0.007195822778274478,1959.7341236098212,-2233.5749750181953,540.2658763901788,562.8669562423431,0.9999999999999988,0.9999738076307022,6000.0,10.0,NaN,7.288472743233455,7.288472743233455,7.288472743233455,7.288472743233455,0.7288472743233455,NaN,3.9433230721124937,4.335971826537132,3.084106965203903,1.848307280422026,3250.102393487949,3.4484657431893826,0.002,750.0,562.5,3.064225922647943,3.064225922647943,NaN,NaN,0.0009103511127186597
sequence_droop,0.5,1.03,pv_ld2804_load_c,b2443,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1938.2073303515324,-2240.375755227879,1943.2789333882351,-2225.1609461178455,0.0,249.53522396314872,252.15887558284555,0.19516824979882427,251.1693613333815,1.7912392934388528,0.007131599506921187,0.007131533031439329,1960.2811042886074,-2233.8722666763865,539.7188957113926,561.7926696484676,0.9999999999999988,0.999973807657807,6000.0,10.0,NaN,7.226202746015667,7.226202746015667,7.226202746015667,7.226202746015667,0.7226202746015666,NaN,3.944075042119508,4.272582237167794,3.087410569251226,1.8321666471488613,3202.5526760084877,3.3980139259928532,0.002,750.0,562.5,3.0193956190836335,3.0193956190836335,NaN,NaN,0.0008861094321548267
sequence_droop,0.5,1.03,pv_ld626_load_c,b2055,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1965.6025838107598,-2233.604731433114,1970.0875227275646,-2220.149914682776,0.0,249.6581501665083,252.06533510179668,0.22303199717257413,251.1415217657272,1.659248094284619,0.006606825038801901,0.00660676270975793,1983.666224550829,-2228.304353145505,516.3337754491711,534.3974161892402,0.9999999999999988,0.9999738078283499,6000.0,10.0,NaN,6.788724926266036,6.788724926266036,6.788724926266036,6.788724926266036,0.6788724926266035,NaN,3.9595296740036603,3.7711692535953207,3.092342630297615,1.7145281094481193,2825.915597997266,2.9983895745450284,0.002,750.0,562.5,2.664298776539605,2.664298776539605,NaN,NaN,0.0008445198984077017
sequence_droop,0.5,1.03,pv_ld868_load_a,b2190,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,2500.0,6000.0,6000.0,1944.3717334865337,-2238.81040493955,1949.281424971519,-2224.0813304846693,0.0,249.5683629490138,252.13853331442198,0.2032639828304215,251.16315290601514,1.7573960156168171,0.006997029601210779,0.006996964189289265,1965.3666713945001,-2232.630581203119,534.6333286054999,555.6282665134663,0.9999999999999987,0.9999738077095085,6000.0,10.0,NaN,7.10748246851587,7.10748246851587,7.10748246851587,7.10748246851587,0.710748246851587,NaN,3.947390307175594,4.141181755159346,3.090007453411957,1.800552242224631,3103.856510328817,3.2932940417786116,0.002,750.0,562.5,2.926343981711359,2.926343981711359,NaN,NaN,0.0008637569744251493
unity,1.0,1.03,pv_ld1291_load_b,b828,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790100568548,6.576336697428076e-10,5006.367887756021,19.733361562933837,0.0,249.29244078094615,253.02468732454963,0.14005628901682884,251.67277504818085,2.4759509684583687,0.009837976984138895,0.0,4999.999999999982,0.0,1.8189894035458565e-11,0.20989943145195866,0.9999999999999962,0.9999738074629311,6000.0,10.0,NaN,6.62207781461651,6.62207781461651,6.62207781461651,6.62207781461651,0.662207781461651,NaN,6.622077814616453,6.135415898383842e-14,0.0,1.0,49.187819934958846,0.052189897883752036,0.002,750.0,562.5,0.04637472137038986,0.04637472137038986,NaN,NaN,0.00017345356184463815
unity,1.0,1.03,pv_ld1446_load_c,b260,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790144412883,7.034303695085953e-10,5006.36427850972,19.72240229106935,0.0,249.36748777607312,253.1092182955294,0.1503807931905381,251.74269184528842,2.471283300229944,0.00981670324614111,0.0,4999.999999999982,0.0,1.8189894035458565e-11,0.20985558711709018,0.9999999999999962,0.9999738074638641,6000.0,10.0,NaN,6.620238715126378,6.620238715126378,6.620238715126378,6.620238715126378,0.6620238715126379,NaN,6.620238715126322,5.806046281850664e-14,0.0,1.0,49.08145614071781,0.05207704239295541,0.002,750.0,562.5,0.046274440623482294,0.046274440623482294,NaN,NaN,0.00017340538372696558
unity,1.0,1.03,pv_ld1668_load_a,b605,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790089947427,6.927618201313379e-10,5006.368762082094,19.736016404548003,0.0,249.2624464526539,253.01161074036284,0.13559942744564438,251.65584673533192,2.4777299443964287,0.009845707844818218,0.0,4999.999999999982,0.0,1.8189894035458565e-11,0.20991005257292272,0.9999999999999962,0.9999738074627053,6000.0,10.0,NaN,6.622523252566934,6.622523252566934,6.622523252566934,6.622523252566934,0.6622523252566934,NaN,6.622523252566879,5.741581220690035e-14,0.0,1.0,49.226472511073815,0.052230909540765,0.002,750.0,562.5,0.04641116336863156,0.04641116336863156,NaN,NaN,0.00017346523079584547
unity,1.0,1.03,pv_ld1895_load_b,b1804,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790266081136,8.224323999606042e-10,5006.354262832567,19.69199025496967,0.0,249.57958264025538,253.34161769824223,0.18132006789672295,251.93701693740044,2.4582699994991493,0.009757478394332037,0.0,4999.999999999982,0.0,1.8189894035458565e-11,0.2097339188640035,0.9999999999999962,0.9999738074664488,6000.0,10.0,NaN,6.61513252645401,6.61513252645401,6.61513252645401,6.61513252645401,0.6615132526454011,NaN,6.615132526453953,5.531210890924484e-14,0.0,1.0,48.785345497501744,0.051762859242489,0.002,750.0,562.5,0.04599526483174949,0.04599526483174949,NaN,NaN,0.00017327161909145268
unity,1.0,1.03,pv_ld1970_load_c,b2492,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790299801145,8.263355277815521e-10,5006.351487015258,19.683561643015544,0.0,249.645571508689,253.40182338812673,0.19029241835094896,251.99095328854995,2.4543236027416806,0.009739729028808753,0.0,4999.999999999982,0.0,1.8189894035458565e-11,0.20970019885498914,0.9999999999999962,0.999973807467164,6000.0,10.0,NaN,6.613716662645455,6.613716662645455,6.613716662645455,6.613716662645455,0.6613716662645455,NaN,6.613716662645397,5.656877521179222e-14,0.0,1.0,48.69660272095443,0.051668700232147396,0.002,750.0,562.5,0.045911597339645366,0.045911597339645366,NaN,NaN,0.0001732345283291035
unity,1.0,1.03,pv_ld2050_load_a,b1821,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790243042226,7.925951561738032e-10,5006.356159385193,19.69774902954484,0.0,249.54125001533106,253.29663574923617,0.17551377673868343,251.9001853106404,2.460614109581329,0.009768210795664672,0.0,4999.999999999982,0.0,1.8189894035458565e-11,0.2097569577736067,0.9999999999999962,0.9999738074659595,6000.0,10.0,NaN,6.6160997286505685,6.6160997286505685,6.6160997286505685,6.6160997286505685,0.6616099728650569,NaN,6.6160997286505125,5.5699126177576974e-14,0.0,1.0,48.839005028171464,0.05181979377282272,0.002,750.0,562.5,0.04604585552243183,0.04604585552243183,NaN,NaN,0.0001732969564689734
unity,1.0,1.03,pv_ld2186_load_b,b1754,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790304223471,8.384785921133897e-10,5006.3511229709475,19.682456243123088,0.0,249.65115334740943,253.41198622775718,0.1915545349259884,251.99802953034717,2.453944398906649,0.009737950743028051,0.0,4999.999999999982,0.0,1.8189894035458565e-11,0.20969577652886073,0.9999999999999962,0.9999738074672574,6000.0,10.0,NaN,6.613530951732313,6.613530951732313,6.613530951732313,6.613530951732313,0.6613530951732314,NaN,6.613530951732257,5.557717501785732e-14,0.0,1.0,48.68771170802083,0.05165926657443121,0.002,750.0,562.5,0.04590321481226303,0.04590321481226303,NaN,NaN,0.0001732296633482926
unity,1.0,1.03,pv_ld248_load_b,b2560,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790120915931,7.015221736850208e-10,5006.366212768516,19.728275558310912,0.0,249.32160339299176,253.06747484758537,0.14395838940424288,251.7052149549333,2.4740936076324043,0.009829329948826765,0.0,4999.999999999982,0.0,1.8189894035458565e-11,0.20987908406914357,0.9999999999999962,0.9999738074633643,6000.0,10.0,NaN,6.62122438452611,6.62122438452611,6.62122438452611,6.62122438452611,0.662122438452611,NaN,6.621224384526054,5.733754029645654e-14,0.0,1.0,49.14458677340233,0.052144026074636786,0.002,750.0,562.5,0.04633396075477774,0.04633396075477774,NaN,NaN,0.00017343120489387654
unity,1.0,1.03,pv_ld24_load_a,b1044,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.79021427372,7.746407681974432e-10,5006.358527596889,19.70493997013392,0.0,249.4887246430009,253.24277534778392,0.16785641285001113,251.8542165922809,2.4638202996011778,0.009782724041463166,0.0,4999.999999999982,0.0,1.8189894035458565e-11,0.20978572627973335,0.9999999999999962,0.9999738074653491,6000.0,10.0,NaN,6.617307268630156,6.617307268630156,6.617307268630156,6.617307268630156,0.6617307268630156,NaN,6.617307268630098,5.550407611093327e-14,0.0,1.0,48.911567931475105,0.05189678540446199,0.002,750.0,562.5,0.046114268483750054,0.046114268483750054,NaN,NaN,0.00017332858986990392
unity,1.0,1.03,pv_ld2804_load_c,b2443,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790225430077,7.768959087162131e-10,5006.357609210155,19.70215134086328,0.0,249.51053753794085,253.26265430833277,0.1708540400665533,251.8720401620204,2.4625023489008084,0.009776799152922126,0.0,4999.999999999982,0.0,1.8189894035458565e-11,0.2097745699229563,0.9999999999999962,0.9999738074655857,6000.0,10.0,NaN,6.616839013722907,6.616839013722907,6.616839013722907,6.616839013722907,0.6616839013722907,NaN,6.616839013722851,5.590021165704179e-14,0.0,1.0,48.88194484080168,0.051865354329059664,0.002,750.0,562.5,0.046086339566023454,0.046086339566023454,NaN,NaN,0.00017331632319870144
unity,1.0,1.03,pv_ld626_load_c,b2055,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790315195002,8.448103328007051e-10,5006.350219798843,19.679713812219628,0.0,249.67127132684442,253.4324450216481,0.19445087988664236,252.01558783642892,2.452733882062989,0.00973246894416285,0.0,4999.999999999982,0.0,1.8189894035458565e-11,0.20968480499777797,0.9999999999999962,0.99997380746749,6000.0,10.0,NaN,6.613070191568421,6.613070191568421,6.613070191568421,6.613070191568421,0.6613070191568421,NaN,6.613070191568364,5.5804867376088023e-14,0.0,1.0,48.66030396998421,0.05163018606118136,0.002,750.0,562.5,0.0458773745490329,0.0458773745490329,NaN,NaN,0.00017321759301981794
unity,1.0,1.03,pv_ld868_load_a,b2190,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.7902515935275,7.929421008689985e-10,5006.3554554457305,19.695611557254534,0.0,249.5579762432069,253.31188770194285,0.17780607483121758,251.91385414313768,2.459608205419101,0.009763687724858314,0.0,4999.999999999982,0.0,1.8189894035458565e-11,0.20974840647249948,0.9999999999999962,0.999973807466141,6000.0,10.0,NaN,6.615740750741831,6.615740750741831,6.615740750741831,6.615740750741831,0.6615740750741831,NaN,6.615740750741775,5.563018664290199e-14,0.0,1.0,48.816390706377845,0.05179579923216836,0.002,750.0,562.5,0.04602453453537538,0.04602453453537538,NaN,NaN,0.0001732875524827703
mean_vv,1.0,1.03,pv_ld1291_load_b,b828,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790062977199,-2324.482137726112,5007.793208259036,-2300.4727018807703,0.0,249.23840724826997,252.96058382261003,0.13662319369871473,251.61631699522843,2.4798475101792645,0.009855670489868476,0.0,4999.999999999963,-2324.579740797152,3.728928277269006e-11,0.20993702280065918,0.9999999999999925,0.9999738070290373,6000.0,10.0,NaN,7.3044029104771795,7.3044029104771795,7.3044029104771795,7.3044029104771795,0.7304402910477179,NaN,7.304402910477121,1.1565300865394694e-13,0.0,1.0,54.34141611276416,0.057658033259732726,0.002,750.0,562.5,0.05123357844348681,0.05123357844348681,NaN,NaN,0.0001913290248413618
mean_vv,1.0,1.03,pv_ld1446_load_c,b260,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790082308779,-2330.6460108443557,5007.7988192983585,-2306.619799875788,0.0,249.27320699329147,253.00866812604804,0.14575028699926104,251.64713568732856,2.4784946951403835,0.009849087645566973,0.0,4999.999999999961,-2330.7438637196383,3.9108272176235914e-11,0.20991769122065307,0.9999999999999921,0.9999738070270024,6000.0,10.0,NaN,7.306954217059392,7.306954217059392,7.306954217059392,7.306954217059392,0.7306954217059392,NaN,7.30695421705933,1.139346619227011e-13,0.0,1.0,54.33074179392632,0.057646707455685585,0.002,750.0,562.5,0.05122351459917442,0.05122351459917442,NaN,NaN,0.00019139586776410116
mean_vv,1.0,1.03,pv_ld1668_load_a,b605,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790033452933,-2315.068347367972,5007.784670272859,-2291.084436908365,0.0,249.17740923242434,252.91992729127549,0.13088200949210085,251.56927077001217,2.4842232984446975,0.009874907578500739,0.0,4999.999999999963,-2315.1655688331202,3.728928277269006e-11,0.20996654706686968,0.9999999999999925,0.9999738070321279,6000.0,10.0,NaN,7.30051907737923,7.30051907737923,7.30051907737923,7.30051907737923,0.730051907737923,NaN,7.300519077379168,1.1076138242536053e-13,0.0,1.0,54.408358748375285,0.05772906160214029,0.002,750.0,562.5,0.051296692565608454,0.051296692565608454,NaN,NaN,0.00019122727048750956
mean_vv,1.0,1.03,pv_ld1895_load_b,b1804,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790141162017,-2349.42720991738,5007.816021397137,-2325.3495692121865,0.0,249.38158232743424,253.1474441786387,0.17279326735344303,251.741030680468,2.474251597884334,0.009828559099787245,0.0,4999.999999999962,-2349.5258236706513,3.8198777474462986e-11,0.20985883798311988,0.9999999999999922,0.9999738070207439,6000.0,10.0,NaN,7.314770552369737,7.314770552369737,7.314770552369737,7.314770552369737,0.7314770552369737,NaN,7.314770552369664,1.130840787317501e-13,0.0,1.0,54.29574818214351,0.05760957808040647,0.002,750.0,562.5,0.05119052230558801,0.05119052230558801,NaN,NaN,0.00019160065196094413
mean_vv,1.0,1.03,pv_ld1970_load_c,b2492,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.7901730916055,-2359.627443158313,5007.825430676655,-2335.5216704033314,0.0,249.44456024479112,253.20455981543492,0.18207943578993935,251.79201587375275,2.4705695306479996,0.009811945474421758,0.0,4999.99999999996,-2359.7264699817633,4.001776687800884e-11,0.2098269083944615,0.9999999999999919,0.9999738070173075,6000.0,10.0,NaN,7.3190425535045875,7.3190425535045875,7.3190425535045875,7.3190425535045875,0.7319042553504588,NaN,7.319042553504511,1.15452425601446e-13,0.0,1.0,54.246610578685214,0.05755744146385841,0.002,750.0,562.5,0.05114419492876507,0.05114419492876507,NaN,NaN,0.00019171257648775716
mean_vv,1.0,1.03,pv_ld2050_load_a,b1821,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.790134405807,-2347.270523158905,5007.814038160229,-2323.198811895814,0.0,249.3701955897156,253.12663541665776,0.16818177301872655,251.73024642304372,2.474279856293769,0.009829092417188648,0.0,4999.99999999996,-2347.369049560347,4.001776687800884e-11,0.20986559419270634,0.9999999999999919,0.9999738070214671,6000.0,10.0,NaN,7.313869816711947,7.313869816711947,7.313869816711947,7.313869816711947,0.7313869816711948,NaN,7.313869816711878,1.1285651059798058e-13,0.0,1.0,54.28968227720898,0.05760314195537553,0.002,750.0,562.5,0.05118480331557045,0.05118480331557045,NaN,NaN,0.0001915770531133629
