mode,availability,source_pu,device_id,bus,positive_sequence_policy,unbalance_policy,current_target,termination_status,publishable,p_available_W,p_rated_W,q_scale_var,p_poc_W,q_poc_var,p_converter_W,q_converter_var,converter_loss_W,voltage_min_V,voltage_max_V,zero_sequence_voltage_V,positive_sequence_voltage_V,negative_sequence_voltage_V,voltage_unbalance_factor,regularized_voltage_unbalance,requested_p_W,requested_q_var,command_curtailment_W,poc_active_power_shortfall_W,power_scale,current_scale,apparent_power_rating_VA,converter_current_rating_A,grid_current_rating_A,maximum_converter_current_A,maximum_grid_current_A,maximum_converter_total_current_A,maximum_grid_total_current_A,converter_current_utilization,grid_current_utilization,positive_sequence_current_A,negative_sequence_current_A,negative_sequence_current_angle_rad,peak_phase_to_positive_current_ratio,ripple_power_VA,dc_ripple_voltage_V,dc_capacitance_F,dc_nominal_voltage_V,dc_stored_energy_J,capacitor_current_A,capacitor_thermal_current_A,capacitor_current_utilization,dc_ripple_utilization,exact_smooth_current_residual_A
unity,0.0,1.0,pv_ld1291_load_b,b828,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.92703749558883e-10,5.758283543115966e-10,4.92703749558887e-10,5.758283543116017e-10,0.0,241.41999036560742,245.0014370533354,0.17202997536943487,243.68304839133177,2.3871513961280133,0.009796132360813526,0.0,0.0,0.0,0.0,-4.92703749558883e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.0604616790428794e-12,1.0604616790428794e-12,1.0604616790428794e-12,1.0604616790428794e-12,1.0604616790428794e-13,NaN,1.0368687581582757e-12,3.0427363901960535e-14,NaN,NaN,1.7659504225947497e-11,1.8738041031772326e-14,0.002,750.0,562.5,1.665018455891453e-14,1.665018455891453e-14,NaN,NaN,0.0
unity,0.0,1.0,pv_ld1446_load_c,b260,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,5.483336607255052e-10,6.183532810092445e-10,5.483336607255099e-10,6.183532810092501e-10,0.0,241.40717796558255,244.98237780752095,0.18930438373157826,243.64717827379675,2.3705818008628885,0.009729568048594284,0.0,0.0,0.0,0.0,-5.483336607255052e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.1606305193742748e-12,1.1606305193742748e-12,1.1606305193742748e-12,1.1606305193742748e-12,1.1606305193742747e-13,NaN,1.1309337405535767e-12,3.3358566707052175e-14,NaN,NaN,1.8347519126250534e-11,1.9468082937466942e-14,0.002,750.0,562.5,1.7298882704304772e-14,1.7298882704304772e-14,NaN,NaN,0.0
unity,0.0,1.0,pv_ld1668_load_a,b605,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.82044400833086e-10,6.085261691463844e-10,4.820444008330901e-10,6.085261691463897e-10,0.0,241.42440714299974,245.01059746969673,0.17244853414134953,243.68688643707313,2.37953305160211,0.00976471523106178,0.0,0.0,0.0,0.0,-4.82044400833086e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.0928893457378629e-12,1.0928893457378629e-12,1.0928893457378629e-12,1.0928893457378629e-12,1.0928893457378628e-13,NaN,1.0621869852603368e-12,3.371548277270664e-14,NaN,NaN,1.8450551201143635e-11,1.9577412767047537e-14,0.002,750.0,562.5,1.739603063119985e-14,1.739603063119985e-14,NaN,NaN,0.0
unity,0.0,1.0,pv_ld1895_load_b,b1804,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,6.939395988446667e-10,7.258956764109706e-10,6.939395988446725e-10,7.258956764109772e-10,0.0,241.3728901063257,244.9268879702655,0.23754334261843854,243.54861046509484,2.3272802318867223,0.009555711393476687,0.0,0.0,0.0,0.0,-6.939395988446667e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.425284011212362e-12,1.425284011212362e-12,1.425284011212362e-12,1.425284011212362e-12,1.4252840112123619e-13,NaN,1.3748697736085514e-12,4.9140800471058174e-14,NaN,NaN,2.705309672915901e-11,2.870494358719237e-14,0.002,750.0,562.5,2.5506540820867073e-14,2.5506540820867073e-14,NaN,NaN,0.0
unity,0.0,1.0,pv_ld1970_load_c,b2492,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,7.338352961877691e-10,7.28846797297828e-10,7.338352961877751e-10,7.288467972978347e-10,0.0,241.36201047069463,244.90912271574743,0.24751376924862425,243.52420590335873,2.3226979489955286,0.00953785247088447,0.0,0.0,0.0,0.0,-7.338352961877691e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.4661578434340972e-12,1.4661578434340972e-12,1.4661578434340972e-12,1.4661578434340972e-12,1.4661578434340972e-13,NaN,1.4161274510105884e-12,4.8979232958615804e-14,NaN,NaN,2.691391955618119e-11,2.855727856557823e-14,0.002,750.0,562.5,2.5375329139848617e-14,2.5375329139848617e-14,NaN,NaN,0.0
unity,0.0,1.0,pv_ld2050_load_a,b1821,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,6.675774268567694e-10,6.981157968234274e-10,6.67577426856775e-10,6.981157968234339e-10,0.0,241.37876517752167,244.93708277766,0.22743303987098532,243.56811785057505,2.337540456969376,0.009597070739789588,0.0,0.0,0.0,0.0,-6.675774268567694e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.3661195995826183e-12,1.3661195995826183e-12,1.3661195995826183e-12,1.3661195995826183e-12,1.3661195995826182e-13,NaN,1.3222928616029043e-12,4.369369237692924e-14,NaN,NaN,2.3701762172463337e-11,2.5149090183153574e-14,0.002,750.0,562.5,2.234689273698781e-14,2.234689273698781e-14,NaN,NaN,0.0
unity,0.0,1.0,pv_ld2186_load_b,b1754,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,7.413275022881078e-10,7.396671769590937e-10,7.41327502288114e-10,7.396671769591004e-10,0.0,241.36053175002044,244.9085252757516,0.25034472042873923,243.51987554970478,2.319400923957322,0.009524483037459133,0.0,0.0,0.0,0.0,-7.413275022881078e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.4849522437202968e-12,1.4849522437202968e-12,1.4849522437202968e-12,1.4849522437202968e-12,1.4849522437202968e-13,NaN,1.4338793454668265e-12,4.959212908603029e-14,NaN,NaN,2.712590397650685e-11,2.878219288568815e-14,0.002,750.0,562.5,2.557518273892139e-14,2.557518273892139e-14,NaN,NaN,0.0
unity,0.0,1.0,pv_ld248_load_b,b2560,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,5.205730284404022e-10,6.16292110992703e-10,5.205730284404064e-10,6.162921109927084e-10,0.0,241.4146815247691,244.9948056504148,0.18228056266246825,243.6641040064121,2.373903571912323,0.0097425247825993,0.0,0.0,0.0,0.0,-5.205730284404022e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.1339765467383659e-12,1.1339765467383659e-12,1.1339765467383659e-12,1.1339765467383659e-12,1.1339765467383659e-13,NaN,1.10387657253856e-12,3.331688630941798e-14,NaN,NaN,1.8181856003039725e-11,1.9292313929782455e-14,0.002,750.0,562.5,1.714269847924509e-14,1.714269847924509e-14,NaN,NaN,0.0
unity,0.0,1.0,pv_ld24_load_a,b1044,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,6.311361471539783e-10,6.822250698492259e-10,6.311361471539835e-10,6.822250698492321e-10,0.0,241.38777659709885,244.9504656642073,0.21710516870223953,243.59034176420352,2.344994254175291,0.00962679487697117,0.0,0.0,0.0,0.0,-6.311361471539783e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.3146908725572846e-12,1.3146908725572846e-12,1.3146908725572846e-12,1.3146908725572846e-12,1.3146908725572845e-13,NaN,1.2721589243027985e-12,4.2831542441276666e-14,NaN,NaN,2.3389362674944192e-11,2.4817630032771705e-14,0.002,750.0,562.5,2.2052365007625608e-14,2.2052365007625608e-14,NaN,NaN,0.0
unity,0.0,1.0,pv_ld2804_load_c,b2443,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,6.443278078791736e-10,6.832022938474726e-10,6.44327807879179e-10,6.832022938474789e-10,0.0,241.38419261055031,244.94458023602314,0.2204157580698154,243.5822837270812,2.3434523305603525,0.009620783148523417,0.0,0.0,0.0,0.0,-6.443278078791736e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.3278833727446896e-12,1.3278833727446896e-12,1.3278833727446896e-12,1.3278833727446896e-12,1.3278833727446897e-13,NaN,1.2854973095624112e-12,4.279884072087605e-14,NaN,NaN,2.337791647394132e-11,2.480548653015904e-14,0.002,750.0,562.5,2.2041574575512152e-14,2.2041574575512152e-14,NaN,NaN,0.0
unity,0.0,1.0,pv_ld626_load_c,b2055,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,7.542554968040978e-10,7.455626692945088e-10,7.542554968041041e-10,7.455626692945157e-10,0.0,241.35719229753434,244.90326171174118,0.2542664571258771,243.5113795491872,2.3165638345453234,0.009513164595568304,0.0,0.0,0.0,0.0,-7.542554968040978e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.504384861686826e-12,1.504384861686826e-12,1.504384861686826e-12,1.504384861686826e-12,1.504384861686826e-13,NaN,1.4521806224063733e-12,5.0563859618035166e-14,NaN,NaN,2.7718325504496694e-11,2.9410768643558966e-14,0.002,750.0,562.5,2.6133720440918238e-14,2.6133720440918238e-14,NaN,NaN,0.0
unity,0.0,1.0,pv_ld868_load_a,b2190,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,6.776914630632296e-10,6.988648402884184e-10,6.776914630632352e-10,6.988648402884249e-10,0.0,241.37601278660287,244.93257473595256,0.22996892898784776,243.5619354293385,2.3363665061707417,0.009592494418523627,0.0,0.0,0.0,0.0,-6.776914630632296e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.3763801978751925e-12,1.3763801978751925e-12,1.3763801978751925e-12,1.3763801978751925e-12,1.3763801978751925e-13,NaN,1.3326633539593745e-12,4.366388625257215e-14,NaN,NaN,2.368746977777637e-11,2.513392666948894e-14,0.002,750.0,562.5,2.2333418793759183e-14,2.2333418793759183e-14,NaN,NaN,0.0
mean_vv,0.0,1.0,pv_ld1291_load_b,b828,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.2526065174565133e-13,-734.2389202385698,0.15133437115972398,-733.7849171250915,0.0,241.40257906947505,244.9809433268949,0.17103058696682955,243.6649083120802,2.388417229755732,0.0098020566289205,0.0,0.0,-734.270518492034,0.0,-3.2526065174565133e-13,0.9999999999999993,0.9999738085333284,6000.0,10.0,NaN,1.0044380556954255,1.0044380556954255,1.0044380556954255,1.0044380556954255,0.10044380556954255,NaN,1.004438055695425,1.5181568269993372e-16,0.0,1.0000000000000002,7.1970514753357655,0.0076363087865767435,0.002,750.0,562.5,0.006785445203678124,0.006785445203678124,NaN,NaN,2.6308394918663204e-5
mean_vv,0.0,1.0,pv_ld1446_load_c,b260,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.686287386450715e-13,-724.7267729491167,0.14749618109024132,-724.2842844058471,0.0,241.3777847303474,244.9510423395837,0.1879888012576039,243.61739346739364,2.3728534532047036,0.009740082263552715,0.0,0.0,-724.7579666050525,0.0,-3.686287386450715e-13,0.9999999999999993,0.9999738085342448,6000.0,10.0,NaN,0.9916188148338101,0.9916188148338101,0.9916188148338101,0.9916188148338101,0.09916188148338101,NaN,0.9916188148338101,1.824948278369002e-16,0.0,1.0,7.058898387123646,0.007489723807294273,0.002,750.0,562.5,0.006655193222989248,0.006655193222989248,NaN,NaN,2.5972630498335068e-5
mean_vv,0.0,1.0,pv_ld1668_load_a,b605,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,2.6020852139652106e-13,-733.2057354952069,0.1509150853898182,-732.7529902390382,0.0,241.39779959050273,244.9819414452491,0.17112238926190204,243.6598101471902,2.381584579385998,0.009774219958339984,0.0,0.0,-733.237289801886,0.0,-2.6020852139652106e-13,0.9999999999999993,0.9999738085334284,6000.0,10.0,NaN,1.0030456466501272,1.0030456466501272,1.0030456466501272,1.0030456466501272,0.10030456466501272,NaN,1.0030456466501272,4.2939959491035346e-17,0.0,1.0,7.166514133446626,0.007603907660506432,0.002,750.0,562.5,0.006756654321639143,0.006756654321639143,NaN,NaN,2.6271924635941123e-5
mean_vv,0.0,1.0,pv_ld1895_load_b,b1804,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.469446951953614e-13,-698.8107192831645,0.13728182215152,-698.3988738167112,0.0,241.3115994996839,244.8667572594371,0.23522912997384965,243.48791761285307,2.332330704648074,0.009578835481916974,0.0,0.0,-698.8408099857529,0.0,-3.469446951953614e-13,0.9999999999999993,0.9999738085367286,6000.0,10.0,NaN,0.9566672084242485,0.9566672084242485,0.9566672084242485,0.9566672084242485,0.09566672084242485,NaN,0.9566672084242485,7.815190593399781e-17,0.0,1.0,6.693792913013611,0.0071023348675973465,0.002,750.0,562.5,0.006310968480867101,0.006310968480867101,NaN,NaN,2.5057170333240436e-5
mean_vv,0.0,1.0,pv_ld1970_load_c,b2492,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.98732999343332e-13,-693.7542484988721,0.13533043865426084,-693.3482571829109,0.0,241.29980805808705,244.84805465977252,0.24526610303221244,243.46261688753756,2.3278323171577604,0.009561354210831692,0.0,0.0,-693.7841239024169,0.0,-4.98732999343332e-13,0.9999999999999993,0.999973808537211,6000.0,10.0,NaN,0.9498436315301434,0.9498436315301434,0.9498436315301434,0.9498436315301434,0.09498436315301434,NaN,0.9498436315301434,1.0734989872758837e-17,0.0,1.0,6.633230105167071,0.007038075732688729,0.002,750.0,562.5,0.0062538693180458375,0.0062538693180458375,NaN,NaN,2.4878445742489886e-5
mean_vv,0.0,1.0,pv_ld2050_load_a,b1821,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.119968255444917e-13,-704.3639629224733,0.13944060103651332,-703.945641119365,0.0,241.32597588000075,244.88458558609932,0.22541929367343078,243.51565156990262,2.3418347126576378,0.009616772875009227,0.0,0.0,-704.3942900413143,0.0,-4.119968255444917e-13,0.9999999999999993,0.9999738085361973,6000.0,10.0,NaN,0.9641597413849482,0.9641597413849482,0.9641597413849482,0.9641597413849482,0.09641597413849481,NaN,0.9641597413849481,1.3747494768571656e-16,0.0,1.0000000000000002,6.773708252766727,0.007187127676601316,0.002,750.0,562.5,0.006386313385747551,0.006386313385747551,NaN,NaN,2.5253416404583073e-5
mean_vv,0.0,1.0,pv_ld2186_load_b,b1754,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,8.673617379884035e-14,-692.3584196888196,0.13479412688957929,-691.9540373081512,0.0,241.295634763625,244.84502980688993,0.24797587839276058,243.45565554983293,2.324780253157353,0.009549091180104025,0.0,0.0,-692.3882356511745,0.0,-8.673617379884035e-14,0.9999999999999993,0.9999738085373444,6000.0,10.0,NaN,0.9479596576840814,0.9479596576840814,0.9479596576840814,0.9479596576840814,0.09479596576840814,NaN,0.9479596576840811,6.387995513454273e-16,0.0,1.0,6.611393678921111,0.007014906564845342,0.002,750.0,562.5,0.006233281737945295,0.006233281737945295,NaN,NaN,2.482910029180003e-5
mean_vv,0.0,1.0,pv_ld248_load_b,b2560,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.119968255444917e-13,-728.2383217962556,0.14890750216604592,-727.7915992897588,0.0,241.38594895948106,244.96414643102906,0.18093796703542367,243.63496424975966,2.376127030122161,0.009752816216010363,0.0,0.0,-728.2696648265116,0.0,-4.119968255444917e-13,0.9999999999999993,0.9999738085339069,6000.0,10.0,NaN,0.9963516854525448,0.9963516854525448,0.9963516854525448,0.9963516854525448,0.09963516854525448,NaN,0.9963516854525446,1.4402500255956347e-16,0.0,1.0,7.102374513934738,0.007535853410550697,0.002,750.0,562.5,0.006696182908439644,0.006696182908439644,NaN,NaN,2.6096594895883398e-5
mean_vv,0.0,1.0,pv_ld24_load_a,b1044,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.119968255444917e-13,-709.6464053040961,0.1415092507620324,-709.2218775518113,0.0,241.33928076380704,244.90190131268668,0.21520413360719046,243.54205497674047,2.348909935644532,0.009644781620442782,0.0,0.0,-709.6769572695913,0.0,-4.119968255444917e-13,0.9999999999999993,0.9999738085356917,6000.0,10.0,NaN,0.9712852336350027,0.9712852336350027,0.9712852336350027,0.9712852336350027,0.09712852336350028,NaN,0.9712852336350027,1.0734989872758837e-16,0.0,1.0,6.844384606890213,0.007262117617391116,0.002,750.0,562.5,0.006452947691441254,0.006452947691441254,NaN,NaN,2.5440048857065034e-5
mean_vv,0.0,1.0,pv_ld2804_load_c,b2443,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,5.421010862427522e-13,-707.9758811335313,0.1408534712380111,-707.5533207198187,0.0,241.33538997457342,244.895701151216,0.21853345288248893,243.5336962308235,2.3473938256855456,0.009638887193091604,0.0,0.0,-708.00636199828,0.0,-5.421010862427522e-13,0.9999999999999993,0.9999738085358515,6000.0,10.0,NaN,0.9690320642699414,0.9690320642699414,0.9690320642699414,0.9690320642699414,0.09690320642699414,NaN,0.9690320642699414,1.4402500255956347e-16,0.0,1.0,6.824099653675809,0.007240594613561294,0.002,750.0,562.5,0.006433822854142566,0.006433822854142566,NaN,NaN,2.5381033345157425e-5
mean_vv,0.0,1.0,pv_ld626_load_c,b2055,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,8.890457814381136e-13,-690.3200199171347,0.13401280684409,-689.9179814966051,0.0,241.29055256950554,244.83817499727172,0.25185289189541993,243.44546660959267,2.3221020094959792,0.009538489427777578,0.0,0.0,-690.3497490719617,0.0,-8.890457814381136e-13,0.9999999999999992,0.9999738085375385,6000.0,10.0,NaN,0.9452082904247626,0.9452082904247626,0.9452082904247626,0.9452082904247626,0.09452082904247626,NaN,0.945208290424762,3.353718046983037e-16,0.0,1.0,6.58461021176293,0.006986488423569648,0.002,750.0,562.5,0.006208030042943704,0.006208030042943704,NaN,NaN,2.4757035883548988e-5
mean_vv,0.0,1.0,pv_ld868_load_a,b2190,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,-4.336808689942018e-14,-703.0826319720999,0.13894105683563002,-702.6658088015928,0.0,241.32299016127678,244.8798380107669,0.22797022206078996,243.50924023502495,2.3406809691625696,0.009612288087726947,0.0,0.0,-703.11290454618,0.0,4.336808689942018e-14,0.9999999999999993,0.9999738085363199,6000.0,10.0,NaN,0.9624311467517128,0.9624311467517128,0.9624311467517128,0.9624311467517128,0.09624311467517128,NaN,0.962431146751712,9.349307233186109e-16,0.0,1.0,6.7582328079938705,0.007170707719720208,0.002,750.0,562.5,0.006371722996493078,0.006371722996493078,NaN,NaN,2.5208140661881597e-5
mean_vv_vw,0.0,1.0,pv_ld1291_load_b,b828,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,9.324138683375338e-13,-734.2389202385649,0.15133437116028775,-733.7849171250867,0.0,241.402579069475,244.9809433268949,0.1710305869668159,243.6649083120802,2.388417229755718,0.009802056628920445,0.0,0.0,-734.2705184920227,0.0,-9.324138683375338e-13,0.9999999999999993,0.9999738085333284,6000.0,10.0,NaN,1.0044380556954184,1.0044380556954184,1.0044380556954184,1.0044380556954184,0.10044380556954184,NaN,1.0044380556954184,7.217235164579447e-16,0.0,1.0,7.197051475336259,0.007636308786577206,0.002,750.0,562.5,0.006785445203678534,0.006785445203678534,NaN,NaN,2.630839493411306e-5
mean_vv_vw,0.0,1.0,pv_ld1446_load_c,b260,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,1.0842021724855044e-13,-724.7267729491151,0.14749618108995943,-724.2842844058456,0.0,241.37778473034734,244.951042339588,0.1879888012575904,243.61739346739364,2.372853453204704,0.009740082263552717,0.0,0.0,-724.757966605048,0.0,-1.0842021724855044e-13,0.9999999999999993,0.9999738085342449,6000.0,10.0,NaN,0.9916188148338084,0.9916188148338084,0.9916188148338084,0.9916188148338084,0.09916188148338084,NaN,0.9916188148338079,3.3347654685651667e-16,0.0,1.0000000000000002,7.058898387123742,0.007489723807294357,0.002,750.0,562.5,0.006655193222989322,0.006655193222989322,NaN,NaN,2.5972630504412648e-5
mean_vv_vw,0.0,1.0,pv_ld1668_load_a,b605,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.469446951953614e-13,-733.2057354952022,0.15091508538990495,-732.7529902390336,0.0,241.39779959050267,244.98194144524902,0.17112238926187515,243.6598101471902,2.3815845793860055,0.009774219958340016,0.0,0.0,-733.2372898018773,0.0,-3.469446951953614e-13,0.9999999999999993,0.9999738085334284,6000.0,10.0,NaN,1.0030456466501207,1.0030456466501207,1.0030456466501207,1.0030456466501207,0.10030456466501207,NaN,1.0030456466501207,6.789403731351813e-17,0.0,1.0,7.166514133446588,0.007603907660506383,0.002,750.0,562.5,0.0067566543216391,0.0067566543216391,NaN,NaN,2.627192463147213e-5
mean_vv_vw,0.0,1.0,pv_ld1895_load_b,b1804,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.3368086899420177e-13,-698.8107192831586,0.13728182215154167,-698.398873816705,0.0,241.31159949968384,244.8667572594371,0.23522912997384965,243.48791761285307,2.332330704648074,0.009578835481916974,0.0,0.0,-698.8408099857476,0.0,-4.3368086899420177e-13,0.9999999999999992,0.9999738085367286,6000.0,10.0,NaN,0.95666720842424,0.95666720842424,0.95666720842424,0.95666720842424,0.095666720842424,NaN,0.95666720842424,3.870555642781863e-17,0.0,1.0000000000000002,6.693792913013437,0.007102334867597272,0.002,750.0,562.5,0.006310968480867034,0.006310968480867034,NaN,NaN,2.5057170357132e-5
mean_vv_vw,0.0,1.0,pv_ld1970_load_c,b2492,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.77048955893622e-13,-693.7542484988658,0.13533043865423916,-693.3482571829045,0.0,241.29980805808702,244.84805465977243,0.24526610303217272,243.4626168875376,2.3278323171577675,0.009561354210831721,0.0,0.0,-693.7841239024082,0.0,-4.77048955893622e-13,0.9999999999999993,0.999973808537211,6000.0,10.0,NaN,0.9498436315301346,0.9498436315301346,0.9498436315301346,0.9498436315301346,0.09498436315301347,NaN,0.9498436315301344,1.0734989872758837e-16,0.0,1.0,6.63323010516698,0.007038075732688629,0.002,750.0,562.5,0.006253869318045749,0.006253869318045749,NaN,NaN,2.4878445754258267e-5
mean_vv_vw,0.0,1.0,pv_ld2050_load_a,b1821,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.119968255444917e-13,-704.363962922473,0.139440601036535,-703.9456411193646,0.0,241.32597588000073,244.8845855860993,0.22541929367340424,243.5156515699026,2.3418347126576444,0.009616772875009257,0.0,0.0,-704.3942900413143,0.0,-4.119968255444917e-13,0.9999999999999993,0.9999738085361973,6000.0,10.0,NaN,0.9641597413849478,0.9641597413849478,0.9641597413849478,0.9641597413849478,0.09641597413849477,NaN,0.9641597413849475,4.8008334186521156e-17,0.0,1.0000000000000002,6.773708252766817,0.007187127676601355,0.002,750.0,562.5,0.006386313385747587,0.006386313385747587,NaN,NaN,2.5253416395576717e-5
mean_vv_vw,0.0,1.0,pv_ld2186_load_b,b1754,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.0357660829594124e-13,-692.3584196888189,0.13479412688979614,-691.9540373081505,0.0,241.29563476362495,244.8450298068899,0.24797587839276297,243.45565554983293,2.324780253157353,0.009549091180104025,0.0,0.0,-692.3882356511718,0.0,-3.0357660829594124e-13,0.9999999999999993,0.9999738085373444,6000.0,10.0,NaN,0.9479596576840804,0.9479596576840804,0.9479596576840804,0.9479596576840804,0.09479596576840804,NaN,0.9479596576840801,4.650865448554458e-16,0.0,1.0,6.611393678920966,0.0070149065648452535,0.002,750.0,562.5,0.0062332817379452165,0.0062332817379452165,NaN,NaN,2.4829100295463814e-5
mean_vv_vw,0.0,1.0,pv_ld248_load_b,b2560,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.469446951953614e-13,-728.238321796254,0.1489075021659592,-727.7915992897571,0.0,241.38594895948103,244.96414643102904,0.18093796703539675,243.63496424975966,2.376127030122154,0.009752816216010334,0.0,0.0,-728.269664826509,0.0,-3.469446951953614e-13,0.9999999999999993,0.9999738085339067,6000.0,10.0,NaN,0.9963516854525427,0.9963516854525427,0.9963516854525427,0.9963516854525427,0.09963516854525427,NaN,0.9963516854525427,1.8343958735759451e-16,0.0,1.0,7.102374513934617,0.007535853410550629,0.002,750.0,562.5,0.006696182908439583,0.006696182908439583,NaN,NaN,2.6096594899991196e-5
mean_vv_vw,0.0,1.0,pv_ld24_load_a,b1044,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.3368086899420177e-13,-709.6464053040946,0.1415092507620541,-709.2218775518097,0.0,241.33928076380698,244.90190131268668,0.21520413360717716,243.54205497674047,2.3489099356445324,0.009644781620442784,0.0,0.0,-709.6769572695825,0.0,-4.3368086899420177e-13,0.9999999999999993,0.9999738085356917,6000.0,10.0,NaN,0.9712852336350005,0.9712852336350005,0.9712852336350005,0.9712852336350005,0.09712852336350006,NaN,0.9712852336350004,9.8971716380489e-17,0.0,1.0,6.8443846068902605,0.007262117617391085,0.002,750.0,562.5,0.006452947691441225,0.006452947691441225,NaN,NaN,2.5440048868976645e-5
