mode,availability,source_pu,source_vuf_percent,customer,bus,phase,original_phase_voltage_V,customer_voltage_V,customer_vmin_V,va_pn_V,vb_pn_V,vc_pn_V,neutral_V,vuf_percent,vmax_pg_V,vmax_pn_V
worst_vv_vw,0.5,1.0,1.0,ld626_load_c,b2055,c,241.9919356154454,245.50506584029577,241.9919356154454,244.5767484626673,245.50506584029577,241.9919356154454,0.28758846327915777,0.9653539005342321,245.40535473784732,245.50506584029577
worst_vv_vw,0.5,1.0,1.0,ld868_load_a,b2190,a,244.670955287474,245.4520535580061,241.93026919039278,244.670955287474,245.4520535580061,241.93026919039278,0.22970484114050077,0.9701225183578711,245.37689452998927,245.4520535580061
sequence_vv_vw,0.5,1.0,1.0,ld1291_load_b,b828,b,245.33155817880734,245.33155817880734,241.80040965978083,244.90929556923555,245.33155817880734,241.80040965978083,0.09399094046504516,0.9818761221528178,245.32011354673156,245.33155817880734
sequence_vv_vw,0.5,1.0,1.0,ld1446_load_c,b260,c,241.83854312117978,245.37556659400389,241.83854312117978,244.84094380855402,245.37556659400389,241.83854312117978,0.1331106828598359,0.9779629288123327,245.34174028898303,245.37556659400389
sequence_vv_vw,0.5,1.0,1.0,ld1668_load_a,b605,a,244.89527090569513,245.3360091080616,241.7575944171593,244.89527090569513,245.3360091080616,241.7575944171593,0.08552374492410694,0.9811356497136106,245.30835744791258,245.3360091080616
sequence_vv_vw,0.5,1.0,1.0,ld1895_load_b,b1804,b,245.49551392621,245.49551392621,241.95080837338722,244.65654347822104,245.49551392621,241.95080837338722,0.24628036341077603,0.9675651618844086,245.4013957872425,245.49551392621
sequence_vv_vw,0.5,1.0,1.0,ld1970_load_c,b2492,c,242.00331945080495,245.5190793187391,242.00331945080495,244.62482559710546,245.5190793187391,242.00331945080495,0.27501912976267145,0.9657787597351937,245.42258671663026,245.5190793187391
sequence_vv_vw,0.5,1.0,1.0,ld2050_load_a,b1821,a,244.6971668661493,245.4698460621978,241.93567664837343,244.6971668661493,245.4698460621978,241.93567664837343,0.22361830265826613,0.9698248174425432,245.39177827642035,245.4698460621978
sequence_vv_vw,0.5,1.0,1.0,ld2186_load_b,b1754,b,245.52551097341856,245.52551097341856,242.0023371636984,244.61358080401183,245.52551097341856,242.0023371636984,0.2795052195501329,0.9651571359376979,245.42439718300284,245.52551097341856
sequence_vv_vw,0.5,1.0,1.0,ld248_load_b,b2560,b,245.3591633131864,245.3591633131864,241.8020691781398,244.86301242632126,245.3591633131864,241.8020691781398,0.11257810580435758,0.979253137997877,245.32707851930908,245.3591633131864
sequence_vv_vw,0.5,1.0,1.0,ld24_load_a,b1044,a,244.73337091215978,245.44532384799734,241.9010846253894,244.73337091215978,245.44532384799734,241.9010846253894,0.19798431620171625,0.9718710353681457,245.3753678455284,245.44532384799734
sequence_vv_vw,0.5,1.0,1.0,ld2804_load_c,b2443,c,241.91843578527622,245.45311656252167,241.91843578527622,244.72288354868377,245.45311656252167,241.91843578527622,0.20754978052910245,0.9712708933161919,245.38235763859555,245.45311656252167
sequence_vv_vw,0.5,1.0,1.0,ld626_load_c,b2055,c,242.01546792379082,245.53497036073048,242.01546792379082,244.599646351537,245.53497036073048,242.01546792379082,0.289383111258998,0.9643834500958907,245.43049578417774,245.53497036073048
sequence_vv_vw,0.5,1.0,1.0,ld868_load_a,b2190,a,244.6891261886662,245.47582125949427,241.94898173985035,244.6891261886662,245.47582125949427,241.94898173985035,0.23095324371794163,0.9693676913264204,245.3971436934709,245.47582125949427
sequence_droop,0.5,1.0,1.0,ld1291_load_b,b828,b,245.10461951915278,245.10461951915278,242.30185600530595,244.66183302676362,245.10461951915278,242.30185600530595,0.09585735508773564,0.7891453162257162,245.09915802372868,245.10461951915278
sequence_droop,0.5,1.0,1.0,ld1446_load_c,b260,c,242.40489372623634,245.09222238907032,242.40489372623634,244.6044470658389,245.09222238907032,242.40489372623634,0.13476604435160738,0.7651020903193045,245.07493796798528,245.09222238907032
sequence_droop,0.5,1.0,1.0,ld1668_load_a,b605,a,244.70200879753926,245.08823126004893,242.242051363221,244.70200879753926,245.08823126004893,242.242051363221,0.08597820385070604,0.799974526524796,245.07468088212102,245.08823126004893
sequence_droop,0.5,1.0,1.0,ld1895_load_b,b1804,b,245.0360166682537,245.0360166682537,242.7379331329553,244.43115459082352,245.0360166682537,242.7379331329553,0.24494914902018528,0.6829850625183088,244.98856127915323,245.0360166682537
sequence_droop,0.5,1.0,1.0,ld1970_load_c,b2492,c,242.83142697983993,245.04413615366298,242.83142697983993,244.3743838699779,245.04413615366298,242.83142697983993,0.27495803334232055,0.6649168016906062,244.99512236454862,245.04413615366298
sequence_droop,0.5,1.0,1.0,ld2050_load_a,b1821,a,244.46339031524414,245.0566363658011,242.66899859049437,244.46339031524414,245.0566363658011,242.66899859049437,0.223808952699894,0.7020957359689916,245.01681240269843,245.0566363658011
sequence_droop,0.5,1.0,1.0,ld2186_load_b,b1754,b,245.042940111275,245.042940111275,242.8329832873656,244.37136317964269,245.042940111275,242.8329832873656,0.2790073305544238,0.664317315864345,244.99097258940606,245.042940111275
sequence_droop,0.5,1.0,1.0,ld248_load_b,b2560,b,245.08932012402852,245.08932012402852,242.3338135456962,244.6471735572741,245.08932012402852,242.3338135456962,0.11372727678814397,0.7800461536246701,245.07316337186515,245.08932012402852
sequence_droop,0.5,1.0,1.0,ld24_load_a,b1044,a,244.50693935230464,245.0566459492528,242.59682177677692,244.50693935230464,245.0566459492528,242.59682177677692,0.19799634352323997,0.7173820973713892,245.0215714780567,245.0566459492528
sequence_droop,0.5,1.0,1.0,ld2804_load_c,b2443,c,242.62893460593915,245.0588195247506,242.62893460593915,244.48749251369173,245.0588195247506,242.62893460593915,0.2079421093942327,0.7109335401307479,245.02322151275106,245.0588195247506
sequence_droop,0.5,1.0,1.0,ld626_load_c,b2055,c,242.8624453907803,245.04173808023415,242.8624453907803,244.35447695155005,245.04173808023415,242.8624453907803,0.28887904730202063,0.6578159078110362,244.9879716230354,245.04173808023415
sequence_droop,0.5,1.0,1.0,ld868_load_a,b2190,a,244.44876082474863,245.05843341229993,242.69320234899422,244.44876082474863,245.05843341229993,242.69320234899422,0.23142972207451665,0.6973204883189049,245.01821025733273,245.05843341229993
unity,1.0,1.0,1.0,ld1291_load_b,b828,b,245.69712775648068,245.69712775648068,242.13925675280964,245.29281652789396,245.69712775648068,242.13925675280964,0.09106498629023768,0.9828368982497949,245.68501719022868,245.69712775648068
unity,1.0,1.0,1.0,ld1446_load_c,b260,c,242.22571973504105,245.81040228075517,242.22571973504105,245.30913115283903,245.81040228075517,242.22571973504105,0.12162145648574087,0.9805848746746018,245.77227841280902,245.81040228075517
unity,1.0,1.0,1.0,ld1668_load_a,b605,a,245.29236098522023,245.7027600422306,242.08117940592857,245.29236098522023,245.7027600422306,242.08117940592857,0.07653773150293318,0.9836515239203251,245.6715011509257,245.7027600422306
unity,1.0,1.0,1.0,ld1895_load_b,b1804,b,246.11947099419777,246.11947099419777,242.4731181278582,245.3533884622677,246.11947099419777,242.4731181278582,0.2164032179353026,0.9743206143226413,246.0120221611875,246.11947099419777
unity,1.0,1.0,1.0,ld1970_load_c,b2492,c,242.5653508418695,246.184111800089,242.5653508418695,245.36359853178388,246.184111800089,242.5653508418695,0.2434187353576604,0.9724478059193414,246.07410284524946,246.184111800089
unity,1.0,1.0,1.0,ld2050_load_a,b1821,a,245.34449042677414,246.0546810527331,242.43302707442737,245.34449042677414,246.0546810527331,242.43302707442737,0.19793651675993384,0.9754560391318448,245.96563176092275,246.0546810527331
unity,1.0,1.0,1.0,ld2186_load_b,b1754,b,246.20017818106945,246.20017818106945,242.5688150959955,245.36585152003678,246.20017818106945,242.5688150959955,0.24646499719159334,0.9722587200438392,246.0845788261958,246.20017818106945
unity,1.0,1.0,1.0,ld248_load_b,b2560,b,245.7654433216361,245.7654433216361,242.16163590563232,245.3020832714209,245.7654433216361,242.16163590563232,0.10179058190117875,0.9819194279939368,245.72918723545203,245.7654433216361
unity,1.0,1.0,1.0,ld24_load_a,b1044,a,245.33467472396345,245.98969289405565,242.36560521120458,245.33467472396345,245.98969289405565,242.36560521120458,0.17527655742322074,0.9769899578197586,245.91007984528898,245.98969289405565
unity,1.0,1.0,1.0,ld2804_load_c,b2443,c,242.39608464746016,246.01106198496893,242.39608464746016,245.33803897686568,246.01106198496893,242.39608464746016,0.18433484762213306,0.9763643382971032,245.93058518040667,246.01106198496893
unity,1.0,1.0,1.0,ld626_load_c,b2055,c,242.5944712771216,246.22513248288885,242.5944712771216,245.36957154846317,246.22513248288885,242.5944712771216,0.2552001821877345,0.9716799046221986,246.1056722171007,246.22513248288885
unity,1.0,1.0,1.0,ld868_load_a,b2190,a,245.347074446604,246.07106740779162,242.45639941061307,245.347074446604,246.07106740779162,242.45639941061307,0.20488150532689287,0.9749786001315169,245.98136155516326,246.07106740779162
mean_vv,1.0,1.0,1.0,ld1291_load_b,b828,b,245.67123295660036,245.67123295660036,242.11886862920542,245.27349073575758,245.67123295660036,242.11886862920542,0.09103807154069421,0.983543835350541,245.66002710000063,245.67123295660036
mean_vv,1.0,1.0,1.0,ld1446_load_c,b260,c,242.19065844027622,245.7659169191374,242.19065844027622,245.27538119027892,245.7659169191374,242.19065844027622,0.12017266625039554,0.9819079101195977,245.73246392627783,245.7659169191374
mean_vv,1.0,1.0,1.0,ld1668_load_a,b605,a,245.26178614082778,245.66263722811357,242.04949409889306,245.26178614082778,245.66263722811357,242.04949409889306,0.07497668825970241,0.9848408764093451,245.63527192843048,245.66263722811357
mean_vv,1.0,1.0,1.0,ld1895_load_b,b1804,b,246.02790877551848,246.02790877551848,242.40103677678295,245.2832830541413,246.02790877551848,242.40103677678295,0.20938017862964606,0.9772352431292544,245.93475160472167,246.02790877551848
mean_vv,1.0,1.0,1.0,ld1970_load_c,b2492,c,242.49215059876366,246.0910785260297,242.49215059876366,245.29248090401268,246.0910785260297,242.49215059876366,0.2369215974977931,0.9754104017560534,245.9955727942875,246.0910785260297
mean_vv,1.0,1.0,1.0,ld2050_load_a,b1821,a,245.28368555804295,245.97513769546126,242.37038992960262,245.28368555804295,245.97513769546126,242.37038992960262,0.1926666749045609,0.9779581706568841,245.89788352216215,245.97513769546126
mean_vv,1.0,1.0,1.0,ld2186_load_b,b1754,b,246.10215994221375,246.10215994221375,242.49166790152856,245.2908448515641,246.10215994221375,242.49166790152856,0.23921753824903633,0.9753926275224776,246.0020911116443,246.10215994221375
mean_vv,1.0,1.0,1.0,ld248_load_b,b2560,b,245.72195267712647,245.72195267712647,242.127330737619,245.2690086576013,245.72195267712647,242.127330737619,0.10020022107571709,0.9832150317950137,245.69022067322408,245.72195267712647
mean_vv,1.0,1.0,1.0,ld24_load_a,b1044,a,245.27935551816785,245.91730648303115,242.30859439317265,245.27935551816785,245.91730648303115,242.30859439317265,0.1706203318442171,0.9792511060770591,245.84806695091794,245.91730648303115
mean_vv,1.0,1.0,1.0,ld2804_load_c,b2443,c,242.33870886114988,245.9381956246355,242.33870886114988,245.2823912916177,245.9381956246355,242.33870886114988,0.1798261869780409,0.9786401784106281,245.86816208433723,245.9381956246355
mean_vv,1.0,1.0,1.0,ld626_load_c,b2055,c,242.51522711976205,246.12443965811565,242.51522711976205,245.2925186053022,246.12443965811565,242.51522711976205,0.2477154950381909,0.9749059166207421,246.0210449107052,246.12443965811565
mean_vv,1.0,1.0,1.0,ld868_load_a,b2190,a,245.286014904019,245.99115271828225,242.39347982237334,245.286014904019,245.99115271828225,242.39347982237334,0.19972616980667807,0.9774923395170998,245.91329571766315,245.99115271828225
mean_vv_vw,1.0,1.0,1.0,ld1291_load_b,b828,b,245.6712329566004,245.6712329566004,242.11886862920545,245.27349073575758,245.6712329566004,242.11886862920545,0.09103807154069629,0.983543835350541,245.66002710000063,245.6712329566004
mean_vv_vw,1.0,1.0,1.0,ld1446_load_c,b260,c,242.19065844027625,245.7659169191374,242.19065844027625,245.27538119027892,245.7659169191374,242.19065844027625,0.12017266625039776,0.981907910119594,245.73246392627783,245.7659169191374
mean_vv_vw,1.0,1.0,1.0,ld1668_load_a,b605,a,245.26178614082778,245.66263722811357,242.0494940988931,245.26178614082778,245.66263722811357,242.0494940988931,0.07497668825970448,0.9848408764093489,245.63527192843048,245.66263722811357
mean_vv_vw,1.0,1.0,1.0,ld1895_load_b,b1804,b,246.02790877551848,246.02790877551848,242.40103677678295,245.2832830541413,246.02790877551848,242.40103677678295,0.20938017862964817,0.9772352431292544,245.93475160472167,246.02790877551848
mean_vv_vw,1.0,1.0,1.0,ld1970_load_c,b2492,c,242.49215059876366,246.0910785260297,242.49215059876366,245.29248090401268,246.0910785260297,242.49215059876366,0.23692159749779515,0.9754104017560575,245.9955727942875,246.0910785260297
mean_vv_vw,1.0,1.0,1.0,ld2050_load_a,b1821,a,245.28368555804298,245.97513769546126,242.37038992960262,245.28368555804298,245.97513769546126,242.37038992960262,0.19266667490456327,0.977958170656884,245.89788352216215,245.97513769546126
mean_vv_vw,1.0,1.0,1.0,ld2186_load_b,b1754,b,246.10215994221377,246.10215994221377,242.49166790152856,245.2908448515641,246.10215994221377,242.49166790152856,0.23921753824903863,0.9753926275224776,246.00209111164432,246.10215994221377
mean_vv_vw,1.0,1.0,1.0,ld248_load_b,b2560,b,245.72195267712647,245.72195267712647,242.12733073761902,245.2690086576013,245.72195267712647,242.12733073761902,0.10020022107571937,0.9832150317950172,245.69022067322408,245.72195267712647
mean_vv_vw,1.0,1.0,1.0,ld24_load_a,b1044,a,245.27935551816785,245.91730648303115,242.30859439317265,245.27935551816785,245.91730648303115,242.30859439317265,0.17062033184421907,0.979251106077063,245.84806695091794,245.91730648303115
mean_vv_vw,1.0,1.0,1.0,ld2804_load_c,b2443,c,242.33870886114988,245.9381956246355,242.33870886114988,245.2823912916177,245.9381956246355,242.33870886114988,0.17982618697804292,0.9786401784106281,245.86816208433723,245.9381956246355
mean_vv_vw,1.0,1.0,1.0,ld626_load_c,b2055,c,242.51522711976207,246.12443965811565,242.51522711976207,245.29251860530223,246.12443965811565,242.51522711976207,0.2477154950381932,0.974905916620742,246.0210449107052,246.12443965811565
mean_vv_vw,1.0,1.0,1.0,ld868_load_a,b2190,a,245.286014904019,245.99115271828225,242.39347982237337,245.286014904019,245.99115271828225,242.39347982237337,0.19972616980668043,0.9774923395171036,245.91329571766315,245.99115271828225
worst_vv_vw,1.0,1.0,1.0,ld1291_load_b,b828,b,245.66349331930618,245.66349331930618,242.1127723859549,245.26771055105266,245.66349331930618,242.1127723859549,0.0910296152559908,0.9837549731389951,245.65257026831696,245.66349331930618
worst_vv_vw,1.0,1.0,1.0,ld1446_load_c,b260,c,242.1802736849193,245.75274465572417,242.1802736849193,245.26538296847212,245.75274465572417,242.1802736849193,0.11977581705043673,0.9822992700818964,245.72067443350878,245.75274465572417
worst_vv_vw,1.0,1.0,1.0,ld1668_load_a,b605,a,245.25270644880754,245.65072797183942,242.04008704628563,245.25270644880754,245.65072797183942,242.04008704628563,0.07454552552193083,0.9851935412824313,245.62452125053952,245.65072797183942
worst_vv_vw,1.0,1.0,1.0,ld1895_load_b,b1804,b,246.00087779184383,246.00087779184383,242.37975147472375,245.26258128040863,246.00087779184383,242.37975147472375,0.20745160049799444,0.9780973594359839,245.91193507730972,246.00087779184383
worst_vv_vw,1.0,1.0,1.0,ld1970_load_c,b2492,c,242.47054081143614,246.0636221222684,242.47054081143614,245.271486729177,246.0636221222684,242.47054081143614,0.23514222282691294,0.9762865026490105,245.97239180037545,246.0636221222684
worst_vv_vw,1.0,1.0,1.0,ld2050_load_a,b1821,a,245.26575026785562,245.95168290593503,242.3519153264013,245.26575026785562,245.95168290593503,242.3519153264013,0.19122683761674947,0.9786967582529987,245.87790055582184,245.95168290593503
worst_vv_vw,1.0,1.0,1.0,ld2186_load_b,b1754,b,246.07330699106757,246.07330699106757,242.46895208292628,245.2687600595261,246.07330699106757,242.46895208292628,0.2372391168177619,0.9763170279168016,245.9778012442799,246.07330699106757
worst_vv_vw,1.0,1.0,1.0,ld248_load_b,b2560,b,245.70907234139455,245.70907234139455,242.11716821282326,245.25920863572222,245.70907234139455,242.11716821282326,0.0997642921868614,0.98359833044013,245.67868013142902,245.70907234139455
worst_vv_vw,1.0,1.0,1.0,ld24_load_a,b1044,a,245.26298987881847,245.89589898709139,242.2917297738207,245.26298987881847,245.89589898709139,242.2917297738207,0.16934168783464795,0.9799204228551287,245.82972507498806,245.89589898709139
worst_vv_vw,1.0,1.0,1.0,ld2804_load_c,b2443,c,242.32173774370065,245.91664838782,242.32173774370065,245.26593008391632,245.91664838782,242.32173774370065,0.1785891830112569,0.9793137955368555,245.84970071470923,245.91664838782
worst_vv_vw,1.0,1.0,1.0,ld626_load_c,b2055,c,242.49189915323856,246.094806346801,242.49189915323856,245.26983684821158,246.094806346801,242.49189915323856,0.24567288895766093,0.9758573958471222,245.9961307699372,246.094806346801
worst_vv_vw,1.0,1.0,1.0,ld868_load_a,b2190,a,245.26800585414608,245.96759029390904,242.3749231499787,245.26800585414608,245.96759029390904,242.3749231499787,0.19831847574058997,0.9782343119743403,245.89322064003116,245.96759029390904
sequence_vv_vw,1.0,1.0,1.0,ld1291_load_b,b828,b,245.6712702434465,245.6712702434465,242.11889798704487,245.27351857364957,245.6712702434465,242.11889798704487,0.09103813942632882,0.9835428149372045,245.66006285397532,245.6712702434465
sequence_vv_vw,1.0,1.0,1.0,ld1446_load_c,b260,c,242.19070721562474,245.76597879790663,242.19070721562474,245.27542813769642,245.76597879790663,242.19070721562474,0.12017457069167924,0.981906072267545,245.73251928332945,245.76597879790663
sequence_vv_vw,1.0,1.0,1.0,ld1668_load_a,b605,a,245.26182881421437,245.66269322025917,242.0495383205476,245.26182881421437,245.66269322025917,242.0495383205476,0.07497876331032695,0.9848392184668725,245.63532244141024,245.66269322025917
sequence_vv_vw,1.0,1.0,1.0,ld1895_load_b,b1804,b,246.02803487560243,246.02803487560243,242.40113607169113,245.28337962444158,246.02803487560243,242.40113607169113,0.20938933110447797,0.9772312239763075,245.93485805041024,246.02803487560243
sequence_vv_vw,1.0,1.0,1.0,ld1970_load_c,b2492,c,242.49225138588875,246.09120658313483,242.49225138588875,245.2925788204542,246.09120658313483,242.49225138588875,0.23693004465919915,0.9754063181082006,245.99568091678736,246.09120658313483
sequence_vv_vw,1.0,1.0,1.0,ld2050_load_a,b1821,a,245.2837691428511,245.9752470160755,242.37047603429082,245.2837691428511,245.9752470160755,242.37047603429082,0.19267350158225094,0.9779547302556806,245.8979766724274,245.9752470160755
sequence_vv_vw,1.0,1.0,1.0,ld2186_load_b,b1754,b,246.10229399751475,246.10229399751475,242.49177344201374,245.29094745800614,246.10229399751475,242.49177344201374,0.2392268841648856,0.9753883359401037,246.00220399329186,246.10229399751475
sequence_vv_vw,1.0,1.0,1.0,ld248_load_b,b2560,b,245.72201316148795,245.72201316148795,242.1273784518741,245.26905465841972,245.72201316148795,242.1273784518741,0.10020231243095754,0.9832132323563358,245.690274841324,245.72201316148795
sequence_vv_vw,1.0,1.0,1.0,ld24_load_a,b1044,a,245.27943208503623,245.91740665072385,242.30867330012654,245.27943208503623,245.91740665072385,242.30867330012654,0.17062642543897455,0.9792479756509713,245.8481527651591,245.91740665072385
sequence_vv_vw,1.0,1.0,1.0,ld2804_load_c,b2443,c,242.33878826556702,245.9382964453551,242.33878826556702,245.2824683052163,245.9382964453551,242.33878826556702,0.17983208300246165,0.9786370278978708,245.86824845695443,245.9382964453551
sequence_vv_vw,1.0,1.0,1.0,ld626_load_c,b2055,c,242.51533546216808,246.12457728487294,242.51533546216808,245.29262394522365,246.12457728487294,242.51533546216808,0.2477251403778694,0.974901501142742,246.02116064906016,246.12457728487294
sequence_vv_vw,1.0,1.0,1.0,ld868_load_a,b2190,a,245.2860988314319,245.99126253866973,242.39356630795177,245.2860988314319,245.99126253866973,242.39356630795177,0.19973284468297028,0.9774888833997725,245.9133892956014,245.99126253866973
sequence_droop,1.0,1.0,1.0,ld1291_load_b,b828,b,245.38379584933605,245.38379584933605,242.49319028668606,244.95557086653346,245.38379584933605,242.49319028668606,0.09451553397113985,0.808764855069992,245.37686229531775,245.38379584933605
sequence_droop,1.0,1.0,1.0,ld1446_load_c,b260,c,242.647051585721,245.42497853954714,242.647051585721,244.9676860108724,245.42497853954714,242.647051585721,0.12401498908082362,0.7830830780529172,245.40642671964162,245.42497853954714
sequence_droop,1.0,1.0,1.0,ld1668_load_a,b605,a,245.00755713210862,245.36691967071906,242.43876243993373,245.00755713210862,245.36691967071906,242.43876243993373,0.07730980666817139,0.8162374870484475,245.35211100174982,245.36691967071906
sequence_droop,1.0,1.0,1.0,ld1895_load_b,b1804,b,245.50947333889698,245.50947333889698,243.08670914704302,244.9672781007146,245.50947333889698,243.08670914704302,0.2118179028695038,0.7032681400560152,245.45989972124505,245.50947333889698
sequence_droop,1.0,1.0,1.0,ld1970_load_c,b2492,c,243.21725900230373,245.5547480403661,243.21725900230373,244.94807085578705,245.5547480403661,243.21725900230373,0.24105822564325055,0.6848894748969827,245.50363309879594,245.5547480403661
sequence_droop,1.0,1.0,1.0,ld2050_load_a,b1821,a,244.965846334556,245.5038738969768,243.00371478349626,244.965846334556,245.5038738969768,243.00371478349626,0.19612323375334975,0.7209113486635632,245.46238757603058,245.5038738969768
sequence_droop,1.0,1.0,1.0,ld2186_load_b,b1754,b,245.56022505601894,245.56022505601894,243.22660157591187,244.95866302689632,245.56022505601894,243.22660157591187,0.2422237788582039,0.683705349641052,245.50663090304135,245.56022505601894
sequence_droop,1.0,1.0,1.0,ld248_load_b,b2560,b,245.3989657776243,245.3989657776243,242.55608270716692,244.98667535542276,245.3989657776243,242.55608270716692,0.10339335941721693,0.7973318072688482,245.38157339894144,245.3989657776243
sequence_droop,1.0,1.0,1.0,ld24_load_a,b1044,a,244.96923188902892,245.47096964581488,242.90000345481315,244.96923188902892,245.47096964581488,242.90000345481315,0.17411540596974348,0.7366008006364749,245.43391189292444,245.47096964581488
sequence_droop,1.0,1.0,1.0,ld2804_load_c,b2443,c,242.94320308944376,245.4848407773155,242.94320308944376,244.96169638010383,245.4848407773155,242.94320308944376,0.18382595977448105,0.7302202082169561,245.447256422791,245.4848407773155
sequence_droop,1.0,1.0,1.0,ld626_load_c,b2055,c,243.26711988310112,245.57158723313515,243.26711988310112,244.9564592393741,245.57158723313515,243.26711988310112,0.25076988924392674,0.6772533339287641,245.51620711494462,245.57158723313515
sequence_droop,1.0,1.0,1.0,ld868_load_a,b2190,a,244.96052810920548,245.51484995451784,243.0368186719752,244.96052810920548,245.51484995451784,243.0368186719752,0.2035609975111317,0.7161310401844481,245.47296524658444,245.51484995451784
unity,0.0,1.03,1.0,ld1291_load_b,b828,b,252.36907877354173,252.36907877354173,248.74016836130716,251.93007486601414,252.36907877354173,248.74016836130716,0.09415923367006003,0.9807576305795004,252.35681697691805,252.36907877354173
unity,0.0,1.03,1.0,ld1446_load_c,b260,c,248.75455654372553,252.37532048103574,248.75455654372553,251.80528033255297,252.37532048103574,248.75455654372553,0.14281028785524352,0.9744736646331439,252.33854966211817,252.37532048103574
unity,0.0,1.03,1.0,ld1668_load_a,b605,a,251.92194603409317,252.395906694624,248.73225248551594,251.92194603409317,252.395906694624,248.73225248551594,0.09438604681713242,0.9777984870503984,252.36576232565673,252.395906694624
unity,0.0,1.03,1.0,ld1895_load_b,b1804,b,252.38809814641817,252.38809814641817,248.7952004587662,251.46574959009763,252.38809814641817,248.7952004587662,0.27985734098681614,0.9580458748178011,252.2850703408146,252.38809814641817
unity,0.0,1.03,1.0,ld1970_load_c,b2492,c,248.80930273581444,252.37337787183432,248.80930273581444,251.39577566836724,252.37337787183432,248.80930273581444,0.3084974958435336,0.9563497052500419,252.26787153452713,252.37337787183432
unity,0.0,1.03,1.0,ld2050_load_a,b1821,a,251.53714722246534,252.3802669557797,248.78831844378544,251.53714722246534,252.3802669557797,248.78831844378544,0.2507847652673189,0.9619540952885878,252.29490282053578,252.3802669557797
unity,0.0,1.03,1.0,ld2186_load_b,b1754,b,252.3779689347251,252.3779689347251,248.81014263354712,251.37772711981708,252.3779689347251,248.81014263354712,0.3154546249655778,0.9550876863004276,252.26730846419952,252.3779689347251
unity,0.0,1.03,1.0,ld248_load_b,b2560,b,252.38549547982117,252.38549547982117,248.7447414553004,251.85389703041952,252.38549547982117,248.7447414553004,0.12243048370433574,0.9757003968904148,252.35054569283471,252.38549547982117
unity,0.0,1.03,1.0,ld24_load_a,b1044,a,251.60825121968907,252.38428299458425,248.77761224021984,251.60825121968907,252.38428299458425,248.77761224021984,0.2220424590313714,0.9647653024226344,252.30782549022317,252.38428299458425
unity,0.0,1.03,1.0,ld2804_load_c,b2443,c,248.78227656821812,252.37942881575924,248.78227656821812,251.5851290790931,252.37942881575924,248.78227656821812,0.23156371668828532,0.964195116796372,252.302132670172,252.37942881575924
unity,0.0,1.03,1.0,ld626_load_c,b2055,c,248.814211731299,252.37655970837687,248.814211731299,251.3504456328039,252.37655970837687,248.814211731299,0.32654166046102506,0.9540160630730538,252.26221723811824,252.37655970837687
unity,0.0,1.03,1.0,ld868_load_a,b2190,a,251.51941383661992,252.37654163243596,248.7918925517917,251.51941383661992,252.37654163243596,248.7918925517917,0.25808576237919645,0.9615198123785904,252.29054056473487,252.37654163243596
mean_vv,0.0,1.03,1.0,ld1291_load_b,b828,b,252.30641231480024,252.30641231480024,248.69083106940332,251.883281321837,252.30641231480024,248.69083106940332,0.09405777925646791,0.9824303532208295,252.29676106120937,252.30641231480024
mean_vv,0.0,1.03,1.0,ld1446_load_c,b260,c,248.67284333177267,252.27162615719465,248.67284333177267,251.72659223195015,252.27162615719465,248.67284333177267,0.1402502592016651,0.9774865191398111,252.2457898948994,252.27162615719465
mean_vv,0.0,1.03,1.0,ld1668_load_a,b605,a,251.85034244097565,252.30196951901758,248.65808492873023,251.85034244097565,252.30196951901758,248.65808492873023,0.09173546070501627,0.9805180890916464,252.28103762451576,252.30196951901758
mean_vv,0.0,1.03,1.0,ld1895_load_b,b1804,b,252.17671573457824,252.17671573457824,248.628850662315,251.30376834842957,252.17671573457824,248.628850662315,0.26879179904291683,0.9647001096952376,252.10663590734265,252.17671573457824
mean_vv,0.0,1.03,1.0,ld1970_load_c,b2492,c,248.64043019747797,252.1586922198557,248.64043019747797,251.23151435889613,252.1586922198557,248.64043019747797,0.2980459255143023,0.9631125960877954,252.08660650820232,252.1586922198557
mean_vv,0.0,1.03,1.0,ld2050_load_a,b1821,a,251.3971288935653,252.1972285650864,248.6442251727186,251.3971288935653,252.1972285650864,248.6442251727186,0.24234041556833003,0.9676284648921638,252.13893146358635,252.1972285650864
mean_vv,0.0,1.03,1.0,ld2186_load_b,b1754,b,252.1535635044642,252.1535635044642,248.6335794449482,251.20585278700403,252.1535635044642,248.6335794449482,0.30402644305529647,0.9621904116553642,252.07833356972253,252.1535635044642
mean_vv,0.0,1.03,1.0,ld248_load_b,b2560,b,252.28414191121348,252.28414191121348,248.66481092829986,251.77680057513308,252.28414191121348,248.66481092829986,0.11969014543970519,0.9786498015970223,252.2597829162038,252.28414191121348
mean_vv,0.0,1.03,1.0,ld24_load_a,b1044,a,251.4798046473522,252.21632069344315,248.64536259834023,251.4798046473522,252.21632069344315,248.64536259834023,0.21449786077369248,0.9699296809441579,252.16393914413916,252.21632069344315
mean_vv,0.0,1.03,1.0,ld2804_load_c,b2443,c,248.64918748308295,252.2103659831901,248.64918748308295,251.4559276035972,252.2103659831901,248.64918748308295,0.22419450682760445,0.969393092966562,252.1573050351507,252.2103659831901
